,Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Forest_Cover,Soil_Type,Wilderness_Area
12052,2968.239846,406.43383276945383,1343.0,218.0,223.0,141.0,3132.0,Spruce/Fir,13,Comanche Peak
12053,3196.0,277.0,4039.0,224.0,231.0,142.0,1307.0,Spruce/Fir,38,Rawah
12054,2781.0,616.0,330.0,207.0,207.0,207.0,1012.0,Lodgepole Pine,11,Comanche Peak
12055,3109.0,406.43383276945383,3678.0,202.0,0.0,87.5,4420.0,Spruce/Fir,29,Rawah
12056,3136.0,247.0,3617.5606469002696,194.0,241.0,187.0,2724.968201754386,Spruce/Fir,33,Comanche Peak
12057,3175.0,242.0,1798.0,190.0,252.0,197.0,2100.0,Spruce/Fir,31,Comanche Peak
12058,2704.0,162.0,190.0,228.0,211.0,113.0,2232.0,Aspen,29,Rawah
12059,2934.0,175.0,3510.0,199.0,218.0,180.0,2861.496788722996,Lodgepole Pine,29,Rawah
12060,2903.0,212.0,4652.0,193.5,211.0,176.0,4977.0,Spruce/Fir,29,Rawah
12061,2860.0,201.0,4200.0,233.0,185.0,137.0,5100.0,Lodgepole Pine,30,Rawah
12062,3111.0,301.0,20985.0,228.0,242.0,147.0,1243.0,Spruce/Fir,23,Comanche Peak
12063,2960.0,607.0,2300.0,175.5,197.0,154.0,1663.0,Lodgepole Pine,13,Comanche Peak
12064,2997.47191,405.8667892607576,1316.0,166.5,186.0,147.0,990.0,Lodgepole Pine,29,Rawah
12065,2997.47191,85.0,3684.0,231.0,228.0,129.0,258.0,Spruce/Fir,23,Rawah
12066,2997.47191,60.0,5367.0,227.0,225.0,132.0,4853.0,Spruce/Fir,12,Rawah
12067,2997.47191,331.0,1050.0,219.0,235.0,153.0,5584.0,Lodgepole Pine,29,Rawah
12068,2450.0,283.0,738.0,221.0,205.0,114.0,732.0,Ponderosa Pine,2,Cache la Poudre
12069,2631.0,30.0,2384.0,161.0,222.0,200.0,2861.496788722996,Lodgepole Pine,20,Comanche Peak
12070,2781.0,85.0,3280.0,246.0,225.0,102.0,2861.496788722996,Lodgepole Pine,30,Rawah
12071,3252.0,134.0,1689.0,246.0,208.0,255.0,1559.0,Spruce/Fir,40,Neota
12072,3140.0,2652.0,4174.0,218.0,230.0,224.0,1642.0,Lodgepole Pine,23,Rawah
12073,3160.0,3144.0,1919.0,211.0,219.0,215.0,2016.0,Spruce/Fir,23,Rawah
12074,2631.0,180.0,1622.0,248.0,172.0,96.0,1103.0,Ponderosa Pine,4,Comanche Peak
12075,2968.239846,454.0,2474.0,188.0,225.0,151.0,900.0,Spruce/Fir,22,Comanche Peak
12076,2997.47191,405.8667892607576,2282.0,207.0,238.0,222.5,4943.0,Lodgepole Pine,29,Rawah
12077,3068.0,240.0,3414.4758082333014,241.0,227.0,114.0,560.0,Lodgepole Pine,29,Rawah
12078,2845.0,95.0,2716.0,220.0,228.0,144.0,2665.0,Lodgepole Pine,29,Rawah
12079,-730.0,661.0,1250.0,205.0,242.0,176.0,2171.0,Lodgepole Pine,32,Comanche Peak
12080,2943.0,406.43383276945383,1503.0,226.0,211.0,116.0,2724.968201754386,Spruce/Fir,29,Rawah
12081,2872.0,108.0,3508.0,255.0,226.0,144.0,2861.496788722996,Lodgepole Pine,23,Rawah
12082,2968.239846,690.0,1768.0,201.0,248.0,154.0,1440.0,Spruce/Fir,31,Comanche Peak
12083,2678.0,124.0,1775.0,0.0,189.0,158.0,2848.0,Lodgepole Pine,23,Rawah
12084,2900.0,443.0,3031.0,255.0,230.0,131.0,2155.0,Lodgepole Pine,12,Rawah
12085,2997.47191,405.8667892607576,3414.4758082333014,206.0,233.0,166.0,2861.496788722996,Lodgepole Pine,29,Rawah
12086,2991.0,268.0,741.0,255.0,255.0,0.0,1966.0,Lodgepole Pine,29,Rawah
12087,2783.0,85.0,2431.0,144.0,221.0,213.0,342.0,Spruce/Fir,24,Comanche Peak
12088,2183.0,30.0,1581.0,103.0,103.0,103.0,216.0,Douglas-fir,3,Cache la Poudre
12089,3150.0,228.0,25383.0,234.0,234.0,234.0,2001.0,Lodgepole Pine,33,Comanche Peak
12090,3080.0,212.0,134.0,255.0,235.0,166.0,1818.0,Spruce/Fir,23,Neota
12091,2675.0,2652.0,1224.0,146.0,201.0,91.0,1914.0,Lodgepole Pine,29,Rawah
12092,2314.0,405.8667892607576,339.0,213.0,235.0,160.0,2861.496788722996,Lodgepole Pine,2,Cache la Poudre
12093,2350.0,362.0,342.0,232.0,241.0,223.0,661.0,Ponderosa Pine,10,Cache la Poudre
12094,2888.0,402.0,2483.0,203.0,203.0,203.0,2142.0,Lodgepole Pine,29,Rawah
12095,2881.0,180.0,180.0,243.0,186.0,57.0,1034.0,Lodgepole Pine,29,Rawah
12096,2578.0,2652.0,850.0,220.0,255.0,255.0,2109.0,Lodgepole Pine,39,Rawah
12097,3249.0,342.0,642.0,203.0,252.0,170.0,1061.0,Spruce/Fir,12,Rawah
12098,2582.0,153.0,997.0,202.5,212.0,193.0,513.0,Douglas-fir,39,Comanche Peak
12099,2808.0,402.0,1803.0,163.5,214.0,113.0,2724.968201754386,Spruce/Fir,12,Rawah
12100,2935.0,382.0,3434.0,240.0,225.0,113.0,2700.0,Lodgepole Pine,30,Rawah
12101,3065.0,405.8667892607576,1307.0,212.0,236.0,162.0,2955.0,Lodgepole Pine,29,Rawah
12102,2390.0,120.0,67.0,223.0,249.0,236.0,216.0,Douglas-fir,2,Comanche Peak
12103,3329.0,480.0,1891.0,187.0,220.0,172.0,1065.0,Spruce/Fir,31,Comanche Peak
12104,2904.0,524.0,2131.0,186.0,220.0,152.0,1455.0,Lodgepole Pine,23,Comanche Peak
12105,3071.0,67.0,3931.0,216.0,215.0,133.0,2724.968201754386,Spruce/Fir,39,Rawah
12106,2928.0,180.0,3414.4758082333014,171.5,225.0,118.0,1328.0,Lodgepole Pine,33,Comanche Peak
12107,2988.0,162.0,5109.0,207.0,227.0,217.0,6231.0,Spruce/Fir,29,Rawah
12108,3054.0,405.8667892607576,1691.0,193.5,237.0,150.0,2620.0,Lodgepole Pine,29,Rawah
12109,2968.239846,405.8667892607576,2455.0,216.5,244.0,189.0,2125.0,Lodgepole Pine,32,Comanche Peak
12110,3006.0,85.0,2100.0,191.0,227.0,176.0,713.0,Lodgepole Pine,23,Comanche Peak
12111,3245.0,309.0,1064.0,207.0,186.0,165.0,2432.0,Lodgepole Pine,32,Comanche Peak
12112,2877.0,85.0,25383.0,212.0,212.0,212.0,6224.0,Lodgepole Pine,29,Rawah
12113,2968.239846,90.0,895.0,206.0,253.0,172.0,509.0,Lodgepole Pine,24,Comanche Peak
12114,3077.0,405.8667892607576,6317.0,232.0,232.0,232.0,2935.0,Lodgepole Pine,29,Rawah
12115,3012.0,108.0,5205.0,202.5,238.0,167.0,2480.0,Spruce/Fir,23,Rawah
12116,2757.0,42.0,1779.0,227.0,234.0,230.5,2861.496788722996,Lodgepole Pine,12,Rawah
12117,3100.0,404.0,3664.0,178.5,225.0,132.0,2634.0,Spruce/Fir,29,Rawah
12118,3151.0,150.0,3609.0,210.0,237.0,165.0,14188.0,Spruce/Fir,29,Rawah
12119,3108.0,443.0,1642.0,205.0,205.0,205.0,3593.0,Spruce/Fir,33,Comanche Peak
12120,2641.0,390.0,3414.4758082333014,119.0,119.0,119.0,404.0,Lodgepole Pine,29,Rawah
12121,2794.0,170.0,2190.0,224.0,220.0,129.0,2861.496788722996,Lodgepole Pine,12,Rawah
12122,3240.0,808.0,6302.0,78.0,0.0,183.0,1595.0,Lodgepole Pine,29,Rawah
12123,2805.0,384.0,994.0,217.0,193.0,205.0,366.0,Douglas-fir,33,Comanche Peak
12124,2760.0,95.0,2678.0,150.5,208.0,93.0,2200.0,Lodgepole Pine,10,Comanche Peak
12125,2997.47191,42.0,1973.0,211.5,233.0,190.0,14188.0,Spruce/Fir,12,Rawah
12126,2968.239846,323.0,2263.0,198.0,247.0,149.0,2861.496788722996,Lodgepole Pine,26,Comanche Peak
12127,2968.239846,306.0,2877.0,225.0,237.0,231.0,1179.0,Spruce/Fir,13,Comanche Peak
12128,2598.0,30.0,514.0,213.0,242.0,166.0,1399.0,Lodgepole Pine,20,Rawah
12129,3139.0,390.0,612.0,187.0,172.0,255.0,2861.496788722996,Lodgepole Pine,33,Comanche Peak
12130,2728.0,134.0,1291.0,232.0,233.0,232.5,1986.0,Lodgepole Pine,12,Rawah
12131,2968.239846,541.0,1024.0,246.0,184.0,51.0,918.0,Ponderosa Pine,4,Comanche Peak
12132,3276.0,424.0,4093.0,243.0,220.0,231.5,2724.968201754386,Spruce/Fir,29,Rawah
12133,3090.0,42.0,2732.0,188.0,244.0,195.0,2724.968201754386,Spruce/Fir,23,Comanche Peak
12134,3109.0,405.8667892607576,2084.0,0.0,227.0,47.5,2363.0,Lodgepole Pine,13,Comanche Peak
12135,2983.0,551.0,2379.0,221.0,169.0,117.0,2861.496788722996,Lodgepole Pine,32,Comanche Peak
12136,3144.0,470.0,1055.0,242.0,242.0,242.0,2724.968201754386,Spruce/Fir,4,Comanche Peak
12137,3126.0,600.0,4101.0,172.0,216.0,128.0,4291.0,Spruce/Fir,23,Rawah
12138,2997.47191,228.0,4032.0,235.0,223.0,119.0,2259.0,Lodgepole Pine,29,Rawah
12139,3141.0,150.0,3229.0,239.0,238.0,124.0,2861.496788722996,Lodgepole Pine,22,Comanche Peak
12140,3014.0,180.0,4206.0,181.5,218.0,145.0,2724.968201754386,Spruce/Fir,29,Rawah
12141,3247.0,210.0,3480.0,114.0,114.0,114.0,2201.0,Spruce/Fir,24,Comanche Peak
12142,2313.0,0.0,742.0,230.0,197.0,213.5,511.0,Ponderosa Pine,10,Cache la Poudre
12143,3294.0,469.0,2737.0,203.0,0.0,153.0,2315.0,Krummholz,33,Comanche Peak
12144,3214.0,0.0,25383.0,224.0,0.0,124.0,2729.0,Spruce/Fir,29,Rawah
12145,3219.634183,108.0,20985.0,215.0,215.0,135.0,4480.0,Spruce/Fir,23,Neota
12146,2950.0,0.0,4625.0,237.0,229.0,122.0,3226.0,Spruce/Fir,29,Rawah
12147,3246.0,234.0,5908.0,214.0,228.0,151.0,2724.968201754386,Spruce/Fir,22,Rawah
12148,3215.0,67.0,4295.0,186.0,218.0,171.0,2724.968201754386,Spruce/Fir,22,Comanche Peak
12149,3219.634183,30.0,1072.0,238.0,229.0,233.5,2911.0,Lodgepole Pine,23,Neota
12150,2785.0,216.0,3414.4758082333014,242.0,227.0,234.5,5914.0,Lodgepole Pine,30,Rawah
12151,2876.0,247.0,1631.0,190.0,226.0,176.0,1875.0,Douglas-fir,31,Comanche Peak
12152,2905.0,3144.0,2746.0,173.0,218.0,184.0,2190.0,Spruce/Fir,24,Comanche Peak
12153,2806.0,405.8667892607576,3811.0,186.0,253.0,219.5,2861.496788722996,Lodgepole Pine,13,Comanche Peak
12154,3381.0,402.0,2250.0,192.0,211.0,155.0,2396.0,Lodgepole Pine,33,Neota
12155,2968.239846,277.0,3168.0,201.0,193.0,185.0,940.0,Spruce/Fir,32,Comanche Peak
12156,2963.0,242.0,1589.0,211.0,230.0,156.0,663.0,Lodgepole Pine,33,Comanche Peak
12157,6704.0,30.0,4706.0,233.0,240.0,138.0,1290.0,Spruce/Fir,29,Rawah
12158,2968.239846,212.0,4000.0,176.0,202.0,150.0,2724.968201754386,Spruce/Fir,24,Comanche Peak
12159,3005.0,0.0,5453.0,213.0,245.0,169.0,2197.0,Spruce/Fir,23,Rawah
12160,3124.0,306.0,256.0,238.0,232.0,124.0,1824.0,Lodgepole Pine,23,Rawah
12161,2982.0,2652.0,3903.0,160.0,249.0,206.0,2861.496788722996,Lodgepole Pine,13,Comanche Peak
12162,2988.0,335.0,1973.0,0.0,253.0,187.0,990.0,Lodgepole Pine,33,Comanche Peak
12163,3103.0,0.0,3345.0,216.0,232.0,153.0,3068.0,Spruce/Fir,30,Rawah
12164,2990.0,547.0,1584.0,198.0,236.0,178.0,2861.496788722996,Lodgepole Pine,31,Comanche Peak
12165,3067.0,350.0,3942.0,235.0,170.0,105.0,4253.0,Spruce/Fir,30,Rawah
12166,3109.0,234.0,6177.0,163.0,163.0,163.0,2173.0,Lodgepole Pine,12,Rawah
12167,2968.239846,977.0,1567.0,219.0,198.0,208.5,2933.0,Spruce/Fir,17,Comanche Peak
12168,3093.0,242.0,2936.0,227.0,215.0,119.0,5663.0,Lodgepole Pine,29,Rawah
12169,3223.0,607.0,1826.0,178.0,219.0,180.0,17774.0,Spruce/Fir,23,Comanche Peak
12170,3000.0,433.0,2008.0,174.5,235.0,114.0,1307.0,Spruce/Fir,13,Comanche Peak
12171,2930.0,764.0,379.0,166.0,222.0,195.0,1575.0,Lodgepole Pine,4,Comanche Peak
12172,2852.0,120.0,120.0,196.0,196.0,196.0,960.0,Lodgepole Pine,29,Rawah
12173,2879.0,406.43383276945383,25383.0,165.5,224.0,107.0,636.0,Spruce/Fir,13,Comanche Peak
12174,2604.0,0.0,3414.4758082333014,177.0,233.0,121.0,2202.0,Lodgepole Pine,24,Comanche Peak
12175,2435.0,300.0,451.0,123.0,123.0,123.0,1840.0,Ponderosa Pine,10,Cache la Poudre
12176,2294.0,30.0,108.0,242.0,233.0,117.0,382.0,Ponderosa Pine,11,Cache la Poudre
12177,2910.0,395.0,830.0,217.0,222.0,219.5,2116.0,Lodgepole Pine,12,Rawah
12178,2648.0,95.0,2391.0,241.0,229.0,235.0,2424.0,Ponderosa Pine,4,Comanche Peak
12179,2689.0,150.0,1020.0,174.0,221.0,127.0,1950.0,Lodgepole Pine,29,Rawah
12180,2910.0,30.0,1215.0,224.0,228.0,226.0,1385.0,Lodgepole Pine,23,Comanche Peak
12181,2311.0,228.0,911.0,181.0,246.0,0.0,607.0,Ponderosa Pine,6,Cache la Poudre
12182,3182.0,633.0,3842.0,222.0,0.0,143.0,4097.0,Spruce/Fir,29,Rawah
12183,3099.0,85.0,2809.0,255.0,255.0,98.0,3833.0,Spruce/Fir,22,Rawah
12184,2831.0,450.0,1865.0,215.0,219.0,139.0,1165.0,Lodgepole Pine,11,Comanche Peak
12185,3136.0,405.8667892607576,5646.0,193.0,193.5,194.0,2861.496788722996,Lodgepole Pine,22,Rawah
12186,3123.0,3144.0,3772.0,230.0,244.0,143.0,1189.0,Spruce/Fir,29,Rawah
12187,2804.0,255.0,3168.0,164.5,222.0,107.0,2520.0,Lodgepole Pine,30,Rawah
12188,2634.0,180.0,2021.5858057009889,250.0,212.0,81.0,1792.7121820615796,Ponderosa Pine,11,Comanche Peak
12189,2772.0,696.0,3414.4758082333014,228.0,228.0,228.0,2861.496788722996,Lodgepole Pine,28,Comanche Peak
12190,2923.0,42.0,4960.0,198.0,233.0,175.0,2163.0,Lodgepole Pine,12,Rawah
12191,3140.0,272.0,5410.0,177.0,229.0,125.0,1855.0,Spruce/Fir,20,Rawah
12192,3488.0,433.0,2347.0,40.0,40.0,40.0,3555.0,Krummholz,40,Rawah
12193,2743.0,405.8667892607576,1473.0,207.0,253.0,230.0,2861.496788722996,Lodgepole Pine,4,Comanche Peak
12194,3042.0,342.0,3617.5606469002696,175.0,234.0,116.0,3297.0,Spruce/Fir,29,Rawah
12195,2968.239846,90.0,4425.0,255.0,241.0,255.0,2724.968201754386,Spruce/Fir,32,Comanche Peak
12196,2998.0,720.0,5428.0,224.0,233.0,144.0,6190.0,Lodgepole Pine,29,Rawah
12197,2379.0,108.0,825.0,133.0,191.0,255.0,1896.7532467532467,Douglas-fir,10,Cache la Poudre
12198,2869.0,277.0,2898.0,249.0,206.0,75.0,134.0,Lodgepole Pine,10,Comanche Peak
12199,2883.0,85.0,5325.0,150.5,214.0,87.0,4191.0,Lodgepole Pine,29,Rawah
12200,2615.0,0.0,891.0,220.0,226.0,142.0,1601.0,Lodgepole Pine,33,Comanche Peak
12201,2968.239846,677.0,774.0,223.0,189.5,156.0,1900.0,Lodgepole Pine,33,Comanche Peak
12202,2613.0,134.0,778.0,234.0,240.0,135.0,1716.0,Lodgepole Pine,29,Rawah
12203,2891.0,272.0,300.0,234.0,202.0,95.0,2861.496788722996,Lodgepole Pine,40,Rawah
12204,3137.0,120.0,2859.0,212.0,186.0,160.0,2724.968201754386,Spruce/Fir,33,Comanche Peak
12205,2939.0,420.0,20985.0,182.0,190.0,198.0,437.0,Lodgepole Pine,29,Rawah
12206,3333.0,150.0,2308.0,135.0,228.0,228.0,2831.0,Spruce/Fir,39,Rawah
12207,3200.0,406.43383276945383,1248.0,219.0,209.0,123.0,258.0,Spruce/Fir,22,Rawah
12208,2985.0,492.0,658.0,181.0,221.0,179.0,14188.0,Lodgepole Pine,33,Comanche Peak
12209,2062.0,190.0,558.0,136.0,165.0,107.0,571.0,Douglas-fir,10,Cache la Poudre
12210,2902.0,67.0,1338.0,237.0,236.0,236.5,1538.0,Lodgepole Pine,29,Rawah
12211,3274.0,890.0,6369.0,196.0,238.0,182.0,1727.0,Lodgepole Pine,29,Rawah
12212,3261.0,395.0,3617.5606469002696,196.0,213.0,179.0,510.0,Spruce/Fir,22,Comanche Peak
12213,2296.0,170.0,1674.0,253.0,255.0,13.0,150.0,Ponderosa Pine,3,Cache la Poudre
12215,2968.239846,247.0,3414.4758082333014,200.0,223.0,211.5,1022.0,Lodgepole Pine,11,Comanche Peak
12216,2997.47191,90.0,3414.4758082333014,205.0,239.0,140.0,2353.0,Lodgepole Pine,30,Rawah
12217,2997.47191,30.0,3515.0,220.0,232.0,226.0,2295.0,Spruce/Fir,23,Rawah
12218,2968.239846,1273.0,2853.0,229.0,207.0,106.0,2861.496788722996,Lodgepole Pine,24,Comanche Peak
12219,2785.0,150.0,2213.0,202.0,229.0,215.5,2743.0,Spruce/Fir,23,Rawah
12220,6704.0,42.0,1794.0,233.0,233.0,132.0,768.0,Lodgepole Pine,32,Comanche Peak
12221,2829.0,405.8667892607576,4178.0,225.0,246.0,143.0,1652.0,Lodgepole Pine,31,Comanche Peak
12222,3086.0,360.0,1465.0,189.0,230.0,209.5,2724.968201754386,Spruce/Fir,23,Comanche Peak
12223,3173.0,60.0,2602.0,247.0,227.0,100.0,2591.0,Spruce/Fir,12,Rawah
12224,2997.47191,150.0,5150.0,165.0,0.0,217.0,979.0,Spruce/Fir,39,Rawah
12225,2317.79373,170.0,382.0,207.0,197.0,202.0,1173.0,Douglas-fir,10,Cache la Poudre
12226,3206.0,67.0,1811.0,186.0,230.0,142.0,1579.0,Spruce/Fir,23,Neota
12227,6704.0,270.0,752.0,124.0,124.0,124.0,2279.0,Lodgepole Pine,20,Rawah
12228,3122.0,2652.0,2355.0,255.0,246.0,227.0,1631.0,Spruce/Fir,33,Comanche Peak
12229,3079.0,234.0,1337.0,226.0,231.0,228.5,1632.0,Lodgepole Pine,30,Rawah
12230,3165.0,406.43383276945383,3055.0,222.0,233.0,146.0,4773.0,Spruce/Fir,29,Rawah
12232,2983.0,405.8667892607576,866.0,207.0,217.0,212.0,2174.0,Lodgepole Pine,29,Rawah
12233,3065.0,406.43383276945383,1613.0,201.0,247.0,184.0,2044.0,Spruce/Fir,23,Comanche Peak
12234,2968.239846,342.0,1095.0,230.0,245.0,143.0,1273.0,Lodgepole Pine,33,Comanche Peak
12235,2997.47191,592.0,5790.0,216.0,0.0,167.0,3087.0,Lodgepole Pine,29,Rawah
12236,2988.0,162.0,1266.0,218.0,250.0,234.0,1048.0,Lodgepole Pine,32,Comanche Peak
12237,2834.0,180.0,2714.0,232.0,217.0,115.0,3851.0,Lodgepole Pine,30,Rawah
12238,6704.0,180.0,1100.0,210.0,250.0,255.0,1657.0,Krummholz,21,Comanche Peak
12239,2754.0,150.0,162.0,223.0,183.0,82.0,1276.0,Aspen,29,Rawah
12240,3335.0,124.0,2768.0,170.5,218.0,123.0,2415.0,Krummholz,29,Rawah
12241,3246.0,390.0,3037.0,186.0,250.0,218.0,2861.496788722996,Lodgepole Pine,13,Comanche Peak
12242,2861.0,3144.0,3371.0,204.0,204.0,204.0,1865.0,Lodgepole Pine,20,Rawah
12243,3365.0,201.0,3840.0,245.0,202.0,50.0,3211.0,Krummholz,24,Comanche Peak
12244,-730.0,0.0,1919.0,232.0,227.0,129.0,2861.496788722996,Lodgepole Pine,16,Rawah
12245,3007.0,2652.0,3481.0,219.0,225.0,222.0,2006.0,Spruce/Fir,29,Rawah
12246,2956.0,162.0,1209.0,179.0,192.0,146.0,900.0,Lodgepole Pine,31,Comanche Peak
12247,2995.0,60.0,5314.0,225.0,186.5,148.0,4897.0,Spruce/Fir,29,Rawah
12248,6704.0,67.0,1841.0,244.0,230.0,110.0,3463.0,Lodgepole Pine,12,Rawah
12249,3235.0,306.0,4369.0,0.0,161.0,120.0,1489.0,Spruce/Fir,38,Rawah
12250,2962.0,270.0,2885.0,181.0,252.0,216.5,1140.0,Lodgepole Pine,13,Comanche Peak
12251,2997.47191,405.8667892607576,1353.0,216.0,216.0,216.0,1350.0,Lodgepole Pine,23,Rawah
12252,2997.47191,150.0,1920.0,240.0,219.0,107.0,2479.0,Lodgepole Pine,29,Rawah
12253,3279.0,824.0,25383.0,243.0,232.0,114.0,2219.0,Lodgepole Pine,32,Comanche Peak
12254,3216.0,228.0,2701.0,232.0,214.0,111.0,930.0,Spruce/Fir,29,Rawah
12255,2945.0,3144.0,3706.0,208.0,229.0,158.0,1544.0,Lodgepole Pine,29,Rawah
12256,2678.0,153.0,2823.0,185.0,251.0,218.0,1239.0,Ponderosa Pine,4,Comanche Peak
12257,3203.0,866.0,1383.0,189.0,220.0,170.0,2402.0,Spruce/Fir,32,Comanche Peak
12258,3119.0,150.0,5254.0,234.0,227.0,124.0,2724.968201754386,Spruce/Fir,12,Rawah
12259,2884.0,564.0,1110.0,235.0,0.0,104.0,2670.0,Lodgepole Pine,11,Comanche Peak
12260,2997.47191,150.0,1559.0,233.0,198.0,90.0,1452.0,Lodgepole Pine,29,Rawah
12261,2949.0,240.0,3653.0,160.0,160.0,160.0,4696.0,Lodgepole Pine,20,Rawah
12262,3256.0,256.0,4355.0,178.0,178.0,178.0,638.0,Spruce/Fir,32,Comanche Peak
12263,2812.0,134.0,977.0,225.0,230.0,140.0,17774.0,Lodgepole Pine,11,Comanche Peak
12264,2714.0,95.0,1565.0,254.0,254.0,254.0,2861.496788722996,Lodgepole Pine,4,Comanche Peak
12265,2860.0,201.0,4261.0,232.0,243.0,237.5,5040.0,Lodgepole Pine,30,Rawah
12266,2453.0,90.0,1387.0,229.5,241.0,218.0,725.0,Lodgepole Pine,10,Cache la Poudre
12267,6704.0,85.0,661.0,255.0,194.0,89.0,433.0,Ponderosa Pine,1,Cache la Poudre
12268,3287.0,67.0,4016.0,221.0,224.0,138.0,3052.0965842167257,Krummholz,29,Rawah
12269,2622.0,306.0,1053.0,194.0,253.0,181.0,1092.0,Ponderosa Pine,3,Comanche Peak
12270,2784.0,150.0,2017.0,235.0,234.0,234.5,2928.0,Lodgepole Pine,12,Rawah
12271,2918.0,108.0,713.0,182.0,196.0,255.0,1318.0,Lodgepole Pine,24,Comanche Peak
12272,2962.0,406.43383276945383,5473.0,227.0,187.5,148.0,2382.0,Spruce/Fir,23,Rawah
12273,2968.239846,993.0,3068.0,207.5,251.0,164.0,1518.0,Lodgepole Pine,33,Comanche Peak
12274,2945.0,228.0,1973.0,209.5,229.0,190.0,1631.0,Lodgepole Pine,31,Comanche Peak
12275,2861.0,309.0,2592.0,255.0,204.0,255.0,2932.0,Lodgepole Pine,12,Rawah
12276,3232.0,474.0,1358.0,135.0,202.0,68.0,1385.0,Spruce/Fir,30,Rawah
12277,3127.0,150.0,1060.0,162.0,189.0,158.0,2084.0,Spruce/Fir,29,Rawah
12278,2967.0,134.0,3717.0,203.0,224.0,160.0,1597.0,Lodgepole Pine,29,Rawah
12279,2997.47191,124.0,4592.0,244.0,244.0,244.0,2861.496788722996,Lodgepole Pine,29,Rawah
12280,2863.0,256.0,3664.0,228.0,228.0,135.0,5869.0,Spruce/Fir,29,Rawah
12281,2768.0,67.0,2178.0,245.0,212.0,90.0,3042.0,Lodgepole Pine,23,Rawah
12282,2997.47191,553.0,732.0,173.5,222.0,125.0,2861.496788722996,Lodgepole Pine,29,Rawah
12283,-730.0,406.43383276945383,3617.5606469002696,237.0,171.0,45.0,1693.0,Spruce/Fir,30,Rawah
12284,2968.239846,150.0,201.0,185.0,229.0,141.0,1084.0,Lodgepole Pine,11,Comanche Peak
12285,2885.0,182.0,190.0,192.5,202.0,183.0,2724.968201754386,Spruce/Fir,30,Rawah
12286,2781.0,170.0,3148.0,191.0,191.0,191.0,6231.0,Spruce/Fir,29,Rawah
12287,2716.0,120.0,134.0,251.0,182.0,39.0,2412.0,Aspen,30,Rawah
12288,2746.0,150.0,1590.0,130.0,241.0,227.0,1413.0,Lodgepole Pine,4,Comanche Peak
12289,2577.0,0.0,1470.0,197.0,193.0,127.0,6724.0,Lodgepole Pine,29,Rawah
12290,-730.0,150.0,1294.0,166.0,215.0,117.0,2861.496788722996,Lodgepole Pine,33,Comanche Peak
12291,3334.0,85.0,1889.0,170.5,221.0,120.0,3354.0,Krummholz,12,Rawah
12292,2973.0,297.0,4637.0,227.0,206.0,108.0,2861.496788722996,Lodgepole Pine,29,Rawah
12293,2420.0,60.0,1127.0,223.0,223.0,223.0,1107.0,Ponderosa Pine,4,Comanche Peak
12294,3309.0,127.0,2724.0,228.0,215.0,117.0,2537.0,Spruce/Fir,29,Rawah
12295,2968.239846,361.0,2670.0,120.0,226.0,237.0,514.0,Lodgepole Pine,13,Comanche Peak
12296,3360.0,630.0,1260.0,206.0,225.0,158.0,1421.0,Krummholz,32,Comanche Peak
12297,3219.634183,67.0,417.0,215.0,228.0,150.0,2081.0,Spruce/Fir,22,Neota
12298,3173.0,180.0,947.0,251.0,161.5,72.0,1822.0,Spruce/Fir,29,Rawah
12299,2317.79373,0.0,636.0,192.0,225.0,172.0,1338.0,Cottonwood/Willow,16,Cache la Poudre
12300,3444.0,828.0,2347.0,232.0,234.0,134.0,17774.0,Spruce/Fir,40,Rawah
12301,2485.0,153.0,930.0,221.0,0.0,0.0,4288.0,Lodgepole Pine,18,Rawah
12302,-730.0,531.0,708.0,126.0,126.0,126.0,2861.496788722996,Lodgepole Pine,4,Comanche Peak
12303,2694.0,90.0,745.0,208.0,178.5,149.0,2861.496788722996,Lodgepole Pine,29,Rawah
12304,3106.0,457.0,2716.0,198.0,220.0,161.0,2724.968201754386,Spruce/Fir,32,Comanche Peak
12306,2859.0,313.0,2266.0,231.0,245.0,142.0,2002.0,Lodgepole Pine,31,Comanche Peak
12307,2839.0,3144.0,4687.0,153.0,215.0,199.0,268.0,Lodgepole Pine,30,Rawah
12308,2934.0,405.8667892607576,3369.0,185.0,226.0,0.0,1973.0,Lodgepole Pine,29,Rawah
12309,2968.239846,201.0,2996.0,229.0,240.0,234.5,661.0,Spruce/Fir,38,Comanche Peak
12310,2916.0,127.0,1717.0,239.0,228.0,233.5,782.0,Lodgepole Pine,32,Comanche Peak
12311,2682.0,180.0,1124.0,255.0,255.0,255.0,1813.0,Lodgepole Pine,33,Comanche Peak
12312,3230.0,571.0,700.0,231.0,238.0,140.0,604.0,Lodgepole Pine,24,Comanche Peak
12313,2968.239846,3144.0,2368.0,247.0,223.0,98.0,1792.7121820615796,Ponderosa Pine,4,Comanche Peak
12314,2745.0,67.0,3414.4758082333014,230.0,230.0,134.0,2861.496788722996,Lodgepole Pine,29,Rawah
12315,3132.0,406.43383276945383,2135.0,221.0,233.0,227.0,2742.0,Spruce/Fir,23,Rawah
12316,2877.0,405.8667892607576,3414.4758082333014,223.0,223.0,223.0,5908.0,Lodgepole Pine,30,Rawah
